CFP,COD_SAP,UNIDADE,CFP_LOCALIDADE,MUNICÍPIO,CÓDIGO_SIAFI_MUNICÍPIO,CÓDIGO_IBGE_MUNICÍPIO,LONGITUDE,LATITUDE,COD_MICRORREGIÃO,NOME_MICRORREGIÃO,COD_MESORREGIÃO,NOME_MESORREGIÃO,REGIÃO ADMINISTRATIVA,REGIÃO DE GOVERNO,REGIÃO METROPOLIATANA
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,UCHÔA,7213,3555604,"-49,17766953","-20,9533464",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
8.90,2096,Centro de Treinamento SENAI - MIRASSOL,890 - MIRASSOL,UNIÃO PAULISTA,7215,3555703,"-49,89739358","-20,887769",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,URÂNIA,7217,3555802,"-50,64180015","-20,2462641",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Jales,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,URU,7219,3555901,"-49,2832016","-21,78631365",35020,Bauru,3504,Bauru,de Bauru,de Lins,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,URUPÊS,7221,3556008,"-49,29072985","-21,20041881",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de Catanduva,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,VALENTIM GENTIL,7223,3556107,"-50,08586828","-20,42337029",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Votuporanga,-
5.64,2042,Escola SENAI DE VALINHOS,564 - VALINHOS,VALINHOS,7225,3556206,"-46,99663003","-22,971244",35032,Campinas,3507,Campinas,de Campinas,de Campinas,de Campinas
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,VALPARAÍSO,7227,3556305,"-50,86930812","-21,22557528",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Araçatuba,-
5.91,2068,Escola SENAI DE BRAGANÇA PAULISTA,591 - BRAGANÇA PAULISTA,VARGEM,2957,3556354,"-46,41160023","-22,88488042",35048,Bragança Paulista,3512,Macro Metropolitana Paulista,de Campinas,de Bragança Paulista,-
5.92,2085,Centro de Treinamento SENAI  - SÃO JOÃO DA BOA VISTA,592 - SÃO JOÃO DA BOA VISTA,VARGEM GRANDE DO SUL,7231,3556404,"-46,89560891","-21,835866",35030,São João da Boa Vista,3507,Campinas,de Campinas,de São João da Boa Vista,-
1.38,2108,Escola SENAI RICARDO LENER,138 - COTIA,VARGEM GRANDE PAULISTA,7273,3556453,"-47,01964778","-23,6153025",35060,Itapecerica da Serra,3515,Metropolitana de São Paulo,-,-,de São Paulo
5.68,2024,Escola SENAI ALFRIED KRUPP,568 - CAMPO LIMPO PAULISTA,VÁRZEA PAULISTA,7233,3556503,"-46,82989022","-23,2144665",35047,Jundiaí,3512,Macro Metropolitana Paulista,de Campinas,de Jundiaí,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,VERA CRUZ,7235,3556602,"-49,82178165","-22,22474831",35038,Marília,3509,Marília,de Marília,de Marília,-
5.64,2042,Escola SENAI DE VALINHOS,564 - VALINHOS,VINHEDO,7237,3556701,"-46,97647631","-23,03053832",35032,Campinas,3507,Campinas,de Campinas,de Campinas,de Campinas
6.61,2067,Escola SENAI ETTORE ZANINI,661 - SERTÃOZINHO,VIRADOURO,7239,3556800,"-48,29666288","-20,872314",35014,Ribeirão Preto,3502,Ribeirão Preto,de Barretos,de Barretos,-
6.61,2067,Escola SENAI ETTORE ZANINI,661 - SERTÃOZINHO,VISTA ALEGRE DO ALTO,7241,3556909,"-48,63017136","-21,16715408",35014,Ribeirão Preto,3502,Ribeirão Preto,de Barretos,de Barretos,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,VITÓRIA BRASIL,828,3556958,"-50,48080697","-20,19873857",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Jales,-
04.02,2019,Escola SENAI GASPAR RICARDO JÚNIOR,402 - SOROCABA,VOTORANTIM,7243,3557006,"-47,44973806","-23,54187121",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Sorocaba,de Sorocaba
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,VOTUPORANGA,7245,3557105,"-49,97467202","-20,41947",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Votuporanga,-
8.90,2096,Centro de Treinamento SENAI - MIRASSOL,890 - MIRASSOL,ZACARIAS,2973,3557154,"-50,05573952","-21,05011043",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
05.09,2043,Escola SENAI PROF. DR. EURYCLIDES DE JESUS ZERBINI,509 - CAMPINAS  - PONTE PRETA,CAMPINAS,6291,3509502,"-47,06015627","-22,9073425",35032,Campinas,3507,Campinas,de Campinas,de Campinas,de Campinas
1.28,2105,Escola SENAI CELSO CHARURI - UNIDADE GUARULHOS,128 - GUARULHOS - JD. PRESIDENTE DUTRA,GUARULHOS,6477,3518800,"-46,53108409","-23,468506",35059,Guarulhos,3515,Metropolitana de São Paulo,-,-,de São Paulo
5.10,2039,Escola SENAI MÁRIO HENRIQUE SIMONSEN,510 - PIRACICABA - JD. PRIMAVERA,PIRACICABA,6875,3538709,"-47,64684624","-22,723722",35028,Piracicaba,3506,Piracicaba,de Campinas,de Piracicaba,-
9.28,2093,Escola SENAI SHUNJI NISHIMURA,928 - POMPÉIA,POMPÉIA,6901,3540002,"-50,17602805","-22,10614565",35038,Marília,3509,Marília,de Marília,de Marília,-
1.16,2016,Escola SENAI MÁRIO AMATO,116 - SÃO BERNARDO DO CAMPO - ASSUNÇÃO,SÃO BERNARDO DO CAMPO,7075,3548708,"-46,55025725","-23,7103045",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
04.04,2106,Escola SENAI LUIZ PAGLIATO,404 - SOROCABA - Jardim Santa Cecília,SOROCABA,7145,3552205,"-47,45785325","-23,499323",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Sorocaba,de Sorocaba
01.01,2002,Escola SENAI ROBERTO SIMONSEN,101 - SÃO PAULO - BRÁS,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
01.02,2003,Escola SENAI HUMBERTO REIS COSTA,102 - SÃO PAULO - VILA ALPINA,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
01.03,2004,Escola SENAI MORVAN FIGUEIREDO,103 - SÃO PAULO - MOÓCA,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
01.04,104,Escola SENAI FELÍCIO LANZARA,104 - SÃO PAULO - MOÓCA - ARTES GRÁFICAS,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
01.05,2006,Escola SENAI HORÁCIO AUGUSTO DA SILVEIRA,105 - SÃO PAULO - BARRA FUNDA,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
01.06,2007,Escola SENAI MARIANO FERRAZ,106 - SÃO PAULO - VILA LEOPOLDINA,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
01.07,2005,Escola SENAI FRANCISCO MATARAZZO,107 - SÃO PAULO - BRÁS / TÊXTIL,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
01.08,2008,Escola SENAI OSCAR RODRIGUES ALVES,108 - SÃO PAULO - IPIRANGA - REFRIGERAÇÃO,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
01.09,2009,Escola SENAI ANCHIETA,109 - SÃO PAULO - VILA MARIANA,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.10,2103,Escola SENAI ENGENHEIRO ADRIANO JOSÉ MARCHINI,110 - SÃO PAULO - BOM RETIRO,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.11,2011,Escola SENAI ORLANDO LAVIERO FERRAIUOLO,111 - SÃO PAULO - TATUAPÉ - CONSTRUÇÃO CIVIL,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.12,2012,Escola SENAI ARY TORRES,112 - SÃO PAULO - SANTO AMARO,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.13,2013,Escola SENAI CONDE JOSÉ VICENTE DE AZEVEDO,113 - SÃO PAULO - IPIRANGA - AUTOMOBILÍSTICA,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.14,2014,Escola SENAI THEOBALDO DE NIGRIS,114 - SÃO PAULO - MOÓCA - ARTES GRÁFICAS.,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.15,2015,Escola SENAI SUIÇO-BRASILEIRA PAULO ERNESTO TOLLE,115 - SÃO PAULO - SANTO AMARO - MECÂNICA DE PRECISÃO,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.21,2027,Escola SENAI CARLOS PASQUALE,121 - SÃO PAULO - CAMBUCI,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.26,2016,Escola SENAI FREDERICO JACOB,126 - SÃO PAULO - TATUAPÉ,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.34,2081,Escola SENAI DE INFORMÁTICA,134 - SÃO PAULO - SANTA CECÍLIA - INFORMÁTICA,SÃO CAETANO DO SUL,7077,3548807,"-46,57151461","-23,614705",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.33,2079,Escola SENAI FUNDAÇÃO ZERRENNER,133 - SÃO PAULO - CAMBUCI - QUÍMICA,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.41,2109,Centro de F. Profissional ENGº. JAMES C. STEWART - CPTM,141 - SÃO PAULO - LAPA,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.43,2110,Centro de F. Profissional SENAI / VOLKSWAGEN,143 - SÃO BERNARDO DO CAMPO - DEMARCHI,SÃO BERNARDO DO CAMPO,7075,3548708,"-46,55025725","-23,7103045",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.44,2076,Centro de F. Profissional SENAI / MERCEDES BENZ,144 - SÃO BERNARDO DO CAMPO - VILA PAULICEIA,SÃO BERNARDO DO CAMPO,7075,3548708,"-46,55025725","-23,7103045",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.50,150,Centro SENAI de Tecnologias Educacionais,150 - SÃO PAULO - BRÁS / EAD,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.63,2017,Escola SENAI JORGE MAHFUZ,163 - SÃO PAULO - PIRITUBA,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.66,166,Agência SENAI / METRÔ,166 - SÃO PAULO - JABAQUARA,SÃO PAULO,7107,3550308,"-46,57038318","-23,5673865",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
