CFP,COD_SAP,UNIDADE,CFP_LOCALIDADE,MUNICÍPIO,CÓDIGO_SIAFI_MUNICÍPIO,CÓDIGO_IBGE_MUNICÍPIO,LONGITUDE,LATITUDE,COD_MICRORREGIÃO,NOME_MICRORREGIÃO,COD_MESORREGIÃO,NOME_MESORREGIÃO,REGIÃO ADMINISTRATIVA,REGIÃO DE GOVERNO,REGIÃO METROPOLIATANA
03.02,2022,Escola SENAI SANTOS DUMONT,302 - SÃO JOSÉ DOS CAMPOS,CARAGUATATUBA,6311,3510500,"-45,41081838","-23,6220065",35050,São José dos Campos,3513,Vale do Paraíba Paulista,de São José dos Campos,de Caraguatatuba,do Vale do Paraíba e Litoral Norte
1.19,2064,Escola SENAI NADIR DIAS DE FIGUEIREDO,119 - OSASCO,CARAPICUÍBA,6313,3510609,"-46,84144543","-23,5352495",35057,Osasco,3515,Metropolitana de São Paulo,-,-,de São Paulo
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,CARDOSO,6315,3510708,"-49,9149423","-20,08099151",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Votuporanga,-
5.92,2085,Centro de Treinamento SENAI  - SÃO JOÃO DA BOA VISTA,592 - SÃO JOÃO DA BOA VISTA,CASA BRANCA,6317,3510807,"-47,0797582","-21,77798699",35030,São João da Boa Vista,3507,Campinas,de Campinas,de São João da Boa Vista,-
06.02,2055,Escola SENAI ENGº. OCTÁVIO MARCONDES FERRAZ,602 - RIBEIRÃO PRETO,CÁSSIA DOS COQUEIROS,6319,3510906,"-47,16710588","-21,28500043",35014,Ribeirão Preto,3502,Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,CASTILHO,6321,3511003,"-51,48940706","-20,87202655",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Andradina,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,CATANDUVA,6323,3511102,"-48,97587094","-21,1395385",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de Catanduva,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,CATIGUÁ,6325,3511201,"-49,05774215","-21,04858",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de Catanduva,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,CEDRAL,6327,3511300,"-49,27284155","-20,90423192",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
7.91,2063,Escola SENAI LUIZ MASSA,791 - BOTUCATU,CERQUEIRA CÉSAR,6329,3511409,"-49,16533017","-23,0347975",35023,Botucatu,3504,Bauru,de Sorocaba,de Avaré,-
04.04,2106,Escola SENAI LUIZ PAGLIATO,404 - SOROCABA - Jardim Santa Cecília,CERQUILHO,6331,3511508,"-47,73753133","-23,1686725",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Itapetininga,de Sorocaba
04.04,2106,Escola SENAI LUIZ PAGLIATO,404 - SOROCABA - Jardim Santa Cecília,CESÁRIO LANGE,6333,3511607,"-47,95211066","-23,22473184",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Itapetininga,de Sorocaba
5.10,2039,Escola SENAI MÁRIO HENRIQUE SIMONSEN,510 - PIRACICABA - JD. PRIMAVERA,CHARQUEADA,6335,3511706,"-47,7757002","-22,50888241",35028,Piracicaba,3506,Piracicaba,de Campinas,de Piracicaba,-
7.94,2092,Centro de Treinamento SENAI - OURINHOS,794 - OURINHOS,CHAVANTES,6337,3557204,"-49,71393615","-23,03200563",35040,Ourinhos,3510,Assis,de Marília,de Ourinhos,-
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,CLEMENTINA,6339,3511904,"-50,45034869","-21,56031004",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,COLINA,6341,3512001,"-48,53973833","-20,7187345",35004,São José do Rio Preto,3501,São José do Rio Preto,de Barretos,de Barretos,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,COLÔMBIA,6343,3512100,"-48,68748418","-20,17155884",35004,São José do Rio Preto,3501,São José do Rio Preto,de Barretos,de Barretos,-
5.90,2070,Escola SENAI IVAN FÁBIO ZURITA,590 - ARARAS,CONCHAL,6345,3512209,"-47,17437574","-22,33007645",35027,Limeira,3506,Piracicaba,de Campinas,de Limeira,-
7.91,2063,Escola SENAI LUIZ MASSA,791 - BOTUCATU,CONCHAS,6347,3512308,"-48,00989213","-23,01295808",35023,Botucatu,3504,Bauru,de Sorocaba,de Botucatu,-
05.05,2047,Escola SENAI LUIZ VARGA,505 - LIMEIRA,CORDEIRÓPOLIS,6349,3512407,"-47,45828293","-22,48170703",35027,Limeira,3506,Piracicaba,de Campinas,de Limeira,-
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,COROADOS,6351,3512506,"-50,28729585","-21,35405285",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
7.94,2092,Centro de Treinamento SENAI - OURINHOS,794 - OURINHOS,CORONEL MACEDO,6353,3512605,"-49,3189124","-23,63223498",35040,Ourinhos,3510,Assis,de Itapeva,de Itapeva,-
05.06,2053,Escola SENAI MANOEL JOSÉ FERREIRA,506 - RIO CLARO,CORUMBATAÍ,6355,3512704,"-47,62661013","-22,21899675",35026,Rio Claro,3506,Piracicaba,de Campinas,de Rio Claro,-
5.69,2038,Escola SENAI DE PAULÍNIA,569 - PAULÍNIA,COSMÓPOLIS,6357,3512803,"-47,19677078","-22,64578489",35032,Campinas,3507,Campinas,de Campinas,de Campinas,de Campinas
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,COSMORAMA,6359,3512902,"-49,77885969","-20,47703466",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Votuporanga,-
1.38,2108,Escola SENAI RICARDO LENER,138 - COTIA,COTIA,6361,3513009,"-46,93184633","-23,603514",35060,Itapecerica da Serra,3515,Metropolitana de São Paulo,-,-,de São Paulo
06.02,2055,Escola SENAI ENGº. OCTÁVIO MARCONDES FERRAZ,602 - RIBEIRÃO PRETO,CRAVINHOS,6363,3513108,"-47,73004235","-21,3404305",35014,Ribeirão Preto,3502,Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
06.04,2037,Escola SENAI MÁRCIO BAGUEIRA LEAL,604 - FRANCA,CRISTAIS PAULISTA,6365,3513207,"-47,42380645","-20,402492",35012,Franca,3502,Ribeirão Preto,de Franca,de Franca,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,CRUZÁLIA,6367,3513306,"-50,79366616","-22,74549893",35038,Marília,3509,Marília,de Marília,de Assis,-
3.90,2071,Escola SENAI DE CRUZEIRO,390 - CRUZEIRO,CRUZEIRO,6369,3513405,"-44,96173196","-22,57774988",35051,Guaratinguetá,3513,Vale do Paraíba Paulista,de São José dos Campos,de Cruzeiro,do Vale do Paraíba e Litoral Norte
02.02,2036,Escola SENAI HESSEL HORÁCIO CHERKASSKY,202 - CUBATÃO,CUBATÃO,6371,3513504,"-46,42003177","-23,883839",35063,Santos,3515,Metropolitana de São Paulo,de Santos,de Santos,da Baixada Santista
3.60,2056,Escola SENAI GERALDO ALCKIMIN,360 - PINDAMONHAGABA,CUNHA,6373,3513603,"-44,9580269","-23,07475015",35050,São José dos Campos,3513,Vale do Paraíba Paulista,de São José dos Campos,de Guaratinguetá,do Vale do Paraíba e Litoral Norte
06.01,2020,Escola SENAI ANTONIO ADOLPHO LOBBE,601 - SÃO CARLOS,DESCALVADO,6375,3513702,"-47,62066397","-21,909083",35025,São Carlos,3505,Araraquara,Central,de São Carlos,-
1.25,2054,Escola SENAI MANUEL GARCIA FILHO,125 - DIADEMA,DIADEMA,6377,3513801,"-46,62338139","-23,689295",35061,São Paulo,3515,Metropolitana de São Paulo,-,-,de São Paulo
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,DIRCE REIS,7249,3513850,"-50,60605599","-20,46441279",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Jales,-
5.92,2085,Centro de Treinamento SENAI  - SÃO JOÃO DA BOA VISTA,592 - SÃO JOÃO DA BOA VISTA,DIVINOLÂNDIA,6379,3513900,"-46,73686979","-21,66162151",35030,São João da Boa Vista,3507,Campinas,de Campinas,de São João da Boa Vista,-
6.62,2069,Escola SENAI OSCAR LUCIO BALDAN,662 - MATÃO,DOBRADA,6381,3514007,"-48,40024272","-21,51480433",35024,Araraquara,3505,Araraquara,Central,de Araraquara,-
7.90,2066,Centro de Treinamento SENAI  - EDWARD SÁVIO,790 - JAÚ,DOIS CÓRREGOS,6383,3514106,"-48,38267599","-22,367316",35021,Jaú,3504,Bauru,de Bauru,de Jaú,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,DOLCINÓPOLIS,6385,3514205,"-50,51536308","-20,12287066",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Jales,-
06.01,2020,Escola SENAI ANTONIO ADOLPHO LOBBE,601 - SÃO CARLOS,DOURADO,6387,3514304,"-48,31623581","-22,1131672",35025,São Carlos,3505,Araraquara,Central,de São Carlos,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,DRACENA,6389,3514403,"-51,53404966","-21,48613754",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Dracena,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,DUARTINA,6391,3514502,"-49,40504541","-22,41488138",35020,Bauru,3504,Bauru,de Bauru,de Bauru,-
06.02,2055,Escola SENAI ENGº. OCTÁVIO MARCONDES FERRAZ,602 - RIBEIRÃO PRETO,DUMONT,6393,3514601,"-47,97084345","-21,233326",35014,Ribeirão Preto,3502,Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,ECHAPORÃ,6395,3514700,"-50,20700615","-22,424997",35038,Marília,3509,Marília,de Marília,de Marília,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,ELDORADO,6397,3514809,"-48,10322842","-24,52538661",35055,Registro,3514,Litoral Sul Paulista,de Registro,de Registro,-
5.62,2075,Escola SENAI COMENDADOR SANTORO MIRONE,562 - INDAIATUBA,ELIAS FAUSTO,6399,3514908,"-47,37677424","-23,04253672",35032,Campinas,3507,Campinas,de Campinas,de Piracicaba,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,ELISIÁRIO,2975,3514924,"-49,11083589","-21,16442902",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de Catanduva,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,EMBAÚBA,7251,3514957,"-48,83262029","-20,98266805",35004,São José do Rio Preto,3501,São José do Rio Preto,de Barretos,de Barretos,-
1.38,2108,Escola SENAI RICARDO LENER,138 - COTIA,EMBU DAS ARTES,6401,3515004,"-46,85085999","-23,6473125",35060,Itapecerica da Serra,3515,Metropolitana de São Paulo,-,-,de São Paulo
1.38,2108,Escola SENAI RICARDO LENER,138 - COTIA,EMBU-GUAÇU,6403,3515103,"-46,81710887","-23,8318291",35060,Itapecerica da Serra,3515,Metropolitana de São Paulo,-,-,de São Paulo
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,EMILIANÓPOLIS,2961,3515129,"-51,48043143","-21,83130898",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Presidente Prudente,-
5.63,2032,Escola SENAI DE MOGI GUAÇU,563 - MOGI-GUAÇU,ENGENHEIRO COELHO,2949,3515152,"-47,21307973","-22,49118995",35031,Mogi Mirim,3507,Campinas,de Campinas,de Campinas,de Campinas
5.63,2032,Escola SENAI DE MOGI GUAÇU,563 - MOGI-GUAÇU,ESPÍRITO SANTO DO PINHAL,6865,3515186,"-46,74551429","-22,1970535",35031,Mogi Mirim,3507,Campinas,de Campinas,de São João da Boa Vista,-
7.93,2083,Centro de Treinamento SENAI  - GERALDO VIEIRA MARTINS,793 - SANTA CRUZ DO RIO PARDO,ESPÍRITO SANTO DO TURVO,7253,3515194,"-49,42982529","-22,69497349",35040,Ourinhos,3510,Assis,de Marília,de Ourinhos,-
5.63,2032,Escola SENAI DE MOGI GUAÇU,563 - MOGI-GUAÇU,ESTIVA GERBI,2959,3557303,"-46,95360269","-22,27458891",35031,Mogi Mirim,3507,Campinas,de Campinas,de Campinas,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,ESTRELA DO NORTE,6407,3515301,"-51,66417619","-22,4905989",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Presidente Prudente,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,ESTRELA D'OESTE,6405,3515202,"-50,40546685","-20,2860822",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Fernandópolis,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,EUCLIDES DA CUNHA PAULISTA,7255,3515350,"-52,59089838","-22,55499692",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Presidente Prudente,-
7.94,2092,Centro de Treinamento SENAI - OURINHOS,794 - OURINHOS,FARTURA,6409,3515400,"-49,51205338","-23,38896091",35040,Ourinhos,3510,Assis,de Itapeva,de Itapeva,-
6.62,2069,Escola SENAI OSCAR LUCIO BALDAN,662 - MATÃO,FERNANDO PRESTES,6413,3515608,"-48,69227305","-21,26712199",35024,Araraquara,3505,Araraquara,Central,de Araraquara,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,FERNANDÓPOLIS,6411,3515509,"-50,24874843","-20,28238299",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Fernandópolis,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,FERNÃO,796,3515657,"-49,51984121","-22,35913832",35038,Marília,3509,Marília,de Marília,de Marília,-
1.24,2044,Escola SENAI LUÍS EULALIO DE BUENO VIDIGAL FILHO,124 - SUZANO,FERRAZ DE VASCONCELOS,6415,3515707,"-46,36655267","-23,5415445",35062,Mogi das Cruzes,3515,Metropolitana de São Paulo,-,-,de São Paulo
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,FLORA RICA,6417,3515806,"-51,38230084","-21,67673394",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Adamantina,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,FLOREAL,6419,3515905,"-50,14568901","-20,67403123",35017,Araçatuba,3503,Araçatuba,de São José do Rio Preto,de Votuporanga,-
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,FLÓRIDA PAULISTA,6421,3516002,"-51,16887647","-21,61342762",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Adamantina,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,FLORÍNEA,6423,3516101,"-50,72482247","-22,90356878",35038,Marília,3509,Marília,de Marília,de Assis,-
06.04,2037,Escola SENAI MÁRCIO BAGUEIRA LEAL,604 - FRANCA,FRANCA,6425,3516200,"-47,40233163","-20,536097",35012,Franca,3502,Ribeirão Preto,de Franca,de Franca,-
5.68,2024,Escola SENAI ALFRIED KRUPP,568 - CAMPO LIMPO PAULISTA,FRANCISCO MORATO,6427,3516309,"-46,7325267","-23,2758255",35047,Jundiaí,3512,Macro Metropolitana Paulista,-,-,de São Paulo
5.68,2024,Escola SENAI ALFRIED KRUPP,568 - CAMPO LIMPO PAULISTA,FRANCO DA ROCHA,6429,3516408,"-46,72787467","-23,3203025",35047,Jundiaí,3512,Macro Metropolitana Paulista,-,-,de São Paulo
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,GABRIEL MONTEIRO,6431,3516507,"-50,55546084","-21,52898014",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,GÁLIA,6433,3516606,"-49,55211133","-22,29401925",35038,Marília,3509,Marília,de Marília,de Marília,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,GARÇA,6435,3516705,"-49,65652994","-22,21070949",35038,Marília,3509,Marília,de Marília,de Marília,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,GASTÃO VIDIGAL,6437,3516804,"-50,19021973","-20,7952395",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Araçatuba,-
06.03,2025,Escola SENAI HENRIQUE LUPO,603 - ARARAQUARA,GAVIÃO PEIXOTO,798,3516853,"-48,4954592","-21,8403669",35024,Araraquara,3505,Araraquara,Central,de Araraquara,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,GENERAL SALGADO,6439,3516903,"-50,3618137","-20,64836932",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Araçatuba,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,GETULINA,6441,3517000,"-49,92928357","-21,7998306",35020,Bauru,3504,Bauru,de Bauru,de Lins,-
9.90,2073,Escola SENAI AVAK BEDOUIAN,990 - BIRIGÜI,GLICÉRIO,6443,3517109,"-50,20841673","-21,37977781",35018,Birigui,3503,Araçatuba,de Araçatuba,de Araçatuba,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,GUAIÇARA,6445,3517208,"-49,79876169","-21,622143",35020,Bauru,3504,Bauru,de Bauru,de Lins,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,GUAIMBÊ,6447,3517307,"-49,89717775","-21,91092066",35020,Bauru,3504,Bauru,de Bauru,de Lins,-
06.04,2037,Escola SENAI MÁRCIO BAGUEIRA LEAL,604 - FRANCA,GUAÍRA,6449,3517406,"-48,31447049","-20,32014434",35012,Franca,3502,Ribeirão Preto,de Barretos,de Barretos,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,GUAPIAÇU,6451,3517505,"-49,21914586","-20,79644862",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
04.02,2019,Escola SENAI GASPAR RICARDO JÚNIOR,402 - SOROCABA,GUAPIARA,6453,3517604,"-48,52768132","-24,1825265",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Itapeva,de Itapeva,-
06.04,2037,Escola SENAI MÁRCIO BAGUEIRA LEAL,604 - FRANCA,GUARÁ,6455,3517703,"-47,82459295","-20,42755706",35012,Franca,3502,Ribeirão Preto,de Franca,de Franca,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,GUARAÇAÍ,6457,3517802,"-51,20910634","-21,03288139",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Andradina,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,GUARACI,6459,3517901,"-48,9445026","-20,49880921",35004,São José do Rio Preto,3501,São José do Rio Preto,de Barretos,de Barretos,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,GUARANI D'OESTE,6461,3518008,"-50,34153388","-20,07570557",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Fernandópolis,-
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,GUARANTÃ,6463,3518107,"-49,59482185","-21,8951462",35020,Bauru,3504,Bauru,de Bauru,de Lins,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,GUARARAPES,6465,3518206,"-50,64263905","-21,2534465",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Araçatuba,-
03.03,2031,Escola SENAI LUIZ SIMON / Escola SENAI ELIAS MIGUELHADDAD,303 - JACAREI,GUARAREMA,6467,3518305,"-46,04105346","-23,41523302",35050,São José dos Campos,3513,Vale do Paraíba Paulista,-,-,de São Paulo
3.60,2056,Escola SENAI GERALDO ALCKIMIN,360 - PINDAMONHAGABA,GUARATINGUETÁ,6469,3518404,"-45,19160013","-22,81742509",35050,São José dos Campos,3513,Vale do Paraíba Paulista,de São José dos Campos,de Guaratinguetá,do Vale do Paraíba e Litoral Norte
04.04,2106,Escola SENAI LUIZ PAGLIATO,404 - SOROCABA - Jardim Santa Cecília,GUAREÍ,6471,3518503,"-48,18453818","-23,37314019",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Itapetininga,-
6.62,2069,Escola SENAI OSCAR LUCIO BALDAN,662 - MATÃO,GUARIBA,6473,3518602,"-48,23405673","-21,357996",35024,Araraquara,3505,Araraquara,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
02.02,2036,Escola SENAI HESSEL HORÁCIO CHERKASSKY,202 - CUBATÃO,GUARUJÁ,6475,3518701,"-46,24903428","-23,995149",35063,Santos,3515,Metropolitana de São Paulo,de Santos,de Santos,da Baixada Santista
1.22,2046,Escola SENAI HERMENEGILDO CAMPOS DE ALMEIDA,122 - GUARULHOS - JD. PARAVENTI,GUARULHOS,6477,3518800,"-46,53108409","-23,468506",35059,Guarulhos,3515,Metropolitana de São Paulo,-,-,de São Paulo
06.02,2055,Escola SENAI ENGº. OCTÁVIO MARCONDES FERRAZ,602 - RIBEIRÃO PRETO,GUATAPARÁ,7257,3518859,"-48,03772936","-21,49189465",35014,Ribeirão Preto,3502,Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto,de Ribeirão Preto
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,GUZOLÂNDIA,6479,3518909,"-50,6614595","-20,65016869",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Araçatuba,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,HERCULÂNDIA,6481,3519006,"-50,3855216","-22,00374718",35038,Marília,3509,Marília,de Marília,de Tupã,-
5.13,2090,Escola SENAI DE JAGUARIÚNA,513 - JAGUARIÚNA,HOLAMBRA,2953,3519055,"-47,05928691","-22,64174962",35032,Campinas,3507,Campinas,de Campinas,de Campinas,de Campinas
5.12,2086,Escola SENAI CELSO CHARURI - UNIDADE SUMARÉ,512 - SUMARÉ,HORTOLÂNDIA,2951,3519071,"-47,22109661","-22,858395",35032,Campinas,3507,Campinas,de Campinas,de Campinas,de Campinas
07.01,2062,Escola SENAI JOÃO MARTINS COUBE,701 - BAURU,IACANGA,6483,3519105,"-49,01692992","-21,8919776",35020,Bauru,3504,Bauru,de Bauru,de Bauru,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,IACRI,6485,3519204,"-50,68919993","-21,85506109",35038,Marília,3509,Marília,de Marília,de Tupã,-
7.91,2063,Escola SENAI LUIZ MASSA,791 - BOTUCATU,IARAS,7259,3519253,"-49,15617915","-22,87189228",35023,Botucatu,3504,Bauru,de Sorocaba,de Avaré,-
06.01,2020,Escola SENAI ANTONIO ADOLPHO LOBBE,601 - SÃO CARLOS,IBATÉ,6487,3519303,"-48,00238821","-21,955602",35025,São Carlos,3505,Araraquara,Central,de São Carlos,-
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,IBIRÁ,6489,3519402,"-49,23886153","-21,0805375",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
7.94,2092,Centro de Treinamento SENAI - OURINHOS,794 - OURINHOS,IBIRAREMA,6491,3519501,"-50,07912539","-22,81454296",35040,Ourinhos,3510,Assis,de Marília,de Assis,-
06.03,2025,Escola SENAI HENRIQUE LUPO,603 - ARARAQUARA,IBITINGA,6493,3519600,"-48,82769469","-21,75708298",35024,Araraquara,3505,Araraquara,Central,de Araraquara,-
04.03,2084,Escola SENAI ANTÔNIO ERMÍRIO DE MORÃES,403 - ALUMÍNIO,IBIÚNA,6495,3519709,"-47,22049119","-23,6526325",35046,Sorocaba,3512,Macro Metropolitana Paulista,de Sorocaba,de Sorocaba,de Sorocaba
08.01,2030,Escola SENAI ANTONIO DEVISATE,801 - SÃO JOSÉ DO RIO PRETO,ICÉM,6497,3519808,"-49,19612019","-20,34350512",35004,São José do Rio Preto,3501,São José do Rio Preto,de São José do Rio Preto,de São José do Rio Preto,-
9.27,2033,Escola SENAI JOSÉ POLIZOTTO,927 - MARÍLIA,IEPÊ,6499,3519907,"-51,07741389","-22,66310147",35038,Marília,3509,Marília,de Presidente Prudente,de Presidente Prudente,-
7.90,2066,Centro de Treinamento SENAI  - EDWARD SÁVIO,790 - JAÚ,IGARAÇU DO TIETÊ,6501,3520004,"-48,5570661","-22,511149",35021,Jaú,3504,Bauru,de Bauru,de Jaú,-
06.04,2037,Escola SENAI MÁRCIO BAGUEIRA LEAL,604 - FRANCA,IGARAPAVA,6503,3520103,"-47,75106657","-20,03961254",35012,Franca,3502,Ribeirão Preto,de Franca,de Franca,-
03.03,2031,Escola SENAI LUIZ SIMON / Escola SENAI ELIAS MIGUELHADDAD,303 - JACAREI,IGARATÁ,6505,3520202,"-46,15631442","-23,204843",35050,São José dos Campos,3513,Vale do Paraíba Paulista,de São José dos Campos,de São José dos Campos,do Vale do Paraíba e Litoral Norte
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,IGUAPE,6507,3520301,"-47,55313741","-24,7069542",35055,Registro,3514,Litoral Sul Paulista,de Registro,de Registro,-
2.60,2111,Escola SENAI DE REGISTRO,260 - REGISTRO,ILHA COMPRIDA,2969,3520426,"-47,55431697","-24,73923994",35055,Registro,3514,Litoral Sul Paulista,de Registro,de Registro,-
09.01,2048,Escola SENAI DUQUE DE CAXIAS,901 - ARAÇATUBA,ILHA SOLTEIRA,2943,3520442,"-51,34489066","-20,4293725",35017,Araçatuba,3503,Araçatuba,de Araçatuba,de Andradina,-
03.02,2022,Escola SENAI SANTOS DUMONT,302 - SÃO JOSÉ DOS CAMPOS,ILHABELA,6509,3520400,"-45,35405667","-23,7886525",35050,São José dos Campos,3513,Vale do Paraíba Paulista,de São José dos Campos,de Caraguatatuba,do Vale do Paraíba e Litoral Norte
5.62,2075,Escola SENAI COMENDADOR SANTORO MIRONE,562 - INDAIATUBA,INDAIATUBA,6511,3520509,"-47,21230894","-23,081646",35032,Campinas,3507,Campinas,de Campinas,de Campinas,de Campinas
9.14,2052,Escola SENAI SANTO PASCHOAL CREPALDI,914 - PRESIDENTE PRUDENTE,INDIANA,6513,3520608,"-51,25175851","-22,17209345",35036,Presidente Prudente,3508,Presidente Prudente,de Presidente Prudente,de Presidente Prudente,-
8.50,2077,Escola SENAI DE VOTUPORANGA,850 - VOTUPORANGA,INDIAPORÃ,6515,3520707,"-50,28898104","-19,977543",35003,Votuporanga,3501,São José do Rio Preto,de São José do Rio Preto,de Fernandópolis,-
