ID_VAGA,DATA_CONSULTA,TITULO,EMPRESA,LOCAL,ANUNCIANTE,DESCRICAO,POSTADO_EM,REGIME,REMOTO,QUALIFICACOES,RESPONSABILIDADES,BENEFICIOS,BUSCA,DATA_ANUNCIO
eyJqb2JfdGl0bGUiOiJWYWdhIHRlbXBvcmFyaWEgb3BlcmFkb3IgZGUgbG9qYSIsImNvbXBhbnlfbmFtZSI6IkxvamFzIDFhOTkiLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6Ikl5cjNBLTFBQzhwVEJ2UVhBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:51 UTC,Vaga temporaria operador de loja,Lojas 1a99,"Pedreira, SP",Sercanto,Organizar o estoque conforme padrao estabelecido solicitar materiais de consumo interno como sacolas limpeza entre outros,há 8 dias,N/A,None,N/A,N/A,N/A,PEDREIRA,2025-03-19
eyJqb2JfdGl0bGUiOiJPZmljaWFsIGRlIENvbnRyb2xlIGRlIFF1YWxpZGFkZSIsImNvbXBhbnlfbmFtZSI6IlBMQVNUSUNPUyBNIEIgTFREQS4iLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6Ik1hejZXWnhFeTRGcFN6VW9BQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:51 UTC,Oficial de Controle de Qualidade,PLASTICOS M B LTDA.,"Pedreira, SP",BeBee,"Vaga Temporária

OBS.: A vaga é temporária para cobrir licença maternidade.

Requisitos:
• Ensino médio completo;
• Conhecimento básico em Excel;
• Conhecimento específico em Ferramentas Lean Manufaturado e Ferramentas da Qualidade;
• Residir em Pedreira ou cidades próximas;

Responsabilidades:
• Dar suporte ao coordenador de processos e qualidade para possíveis soluções de problemas;
• Emitir e controlar os alertas de qualidade quando houver problemas internos/externos (clientes);
• Mantém a organização e o controle de registros da qualidade (planos de controle de recebimento, plano de controle de produtos, desvios, alertas);
• Controlar e alimentar planilha de dados para controle dos processos;
• Relatar o acompanhamento dos processos de produção;
• Realizar a inspeção e a liberação de insumos, entre outras atividades;

Hora de Trabalho:

1º turno - Seg à Sáb: 05:20h às 13:40h",há 3 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-24
eyJqb2JfdGl0bGUiOiJDb3ppbmhlaXJvIGVtIFBlZHJlaXJhIiwiY29tcGFueV9uYW1lIjoiQ3Jvbm9zaGFyZSIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhLCBTUCIsImh0aWRvY2lkIjoiQ1h3Y1VpeGFSNUpwd1h3bEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0In0=,2025-03-27 12:41:51 UTC,Cozinheiro em Pedreira,Cronoshare,"Pedreira, SP",Empregos Trabajo.org,"Cronoshare é uma plataforma on-line para profissionais que desejam encontrar novos clientes. Estamos procurando um(a) Cozinheiro em Pedreira e arredores.

Não há nenhum custo para pertencer à rede de profissionais de Cronoshare e você receberá novos clientes de acordo com suas preferências, de forma personalizada.

Requisitos:
• Conhecimento prévio para desenvolver as funções de Cozinheiro.
• Organizacão, boa relação com o cliente e gestão de tempo.
• Profissionalismo e proatividade.

Oferecemos:
• Solicitações de novos trabalhos e clientes em sua região, que precisam de Cozinheiro.
• Gerenciamento próprio de clientes e margens de preços.
• Sem intermediários: Você escolhe o valor do seu orçamento e horários.

Como Cronoshare funciona?

Graças à nossa plataforma de gestão de clientes, você poderá aceitar ou recusar solicitações de trabalhos em sua área, enviando orçamentos, apenas, aos clientes que mais te interessam.

Você não paga assinaturas ou tarifas mensais, e não precisa pagar comissões por cada cliente que recebe através de nós.

Para conseguir novos clientes, você só precisa fazer um pequeno investimento e poderá ter acesso a estas solicitações. Comece a fazer crescer sua atividade comercial ou negócio. Se você é freelancer, trabalha por conta própria, autônomo, MEI, micro ou pequena empresa, estamos te esperando.",há 15 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-12
eyJqb2JfdGl0bGUiOiJQb3J0ZWlybyIsImNvbXBhbnlfbmFtZSI6IkFnaWwuIiwiYWRkcmVzc19jaXR5IjoiUGVkcmVpcmEsIFNQIiwiaHRpZG9jaWQiOiJtVlhLTmtjaUREdVBzQ3ZoQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQifQ==,2025-03-27 12:41:51 UTC,Porteiro,Agil.,"Pedreira, SP",BNE,"Empresa localizada na cidade de Pedreira/SP do ramo Serviços Domésticos, contrata Porteiro. Atribuições: Disponibilidade de horário, Responsabilidade, ter experiência, Tipo de vínculo: Temporário.",N/A,N/A,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJDb2xhYm9yYWRvciBPcGVyYWNpb25hbCIsImNvbXBhbnlfbmFtZSI6IlBMQVNUSUNPUyBNIEIgTFREQS4iLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6InNGNmJod1B2cERtVHZxcVVBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:51 UTC,Colaborador Operacional,PLASTICOS M B LTDA.,"Pedreira, SP",BeBee,"Oportunidade: Trabalhar em equipe, aprender novas habilidades e contribuir para o crescimento da empresa.

Funções:
• Operar máquinas de produção;
• Realizar embalagens e montagens;
• Efetuar reparos;
• Identificar e movimentar produtos semi-acabados e acabados.

Experiências necessárias: Ensino fundamental; experiência com máquinas injetoras é um diferencial; residir em Pedreira/SP.

Vantagens:
• Salário fixo;
• Benefícios como transporte fretado, cesta básica ou cartão de alimentação;
• Opportuniades de crescimento profissional.

Local de trabalho: PLASTICOS M B LTDA., na cidade de Pedreira/SP.

Trabalho remunerado: Sim.

Horários de trabalho flexíveis: Não.",há 3 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-24
eyJqb2JfdGl0bGUiOiJlc3RhZ2nDoXJpbyIsImNvbXBhbnlfbmFtZSI6IkNvbmZpZGVuY2lhbCIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhLCBTUCIsImh0aWRvY2lkIjoiQl9vbW5LSGtHYjlmY0JmbEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0In0=,2025-03-27 12:41:51 UTC,estagiário,Confidencial,"Pedreira, SP",BNE,"Empresa localizada na cidade de Pedreira/SP do ramo Administrativo, contrata estagiário. Atribuições: Auxiliar no atendimento de clínica veterinária, atender clientes presencialmente e por telefone, administrar documentações de atendimento, agendamentos e organização. Tipo de vínculo: Efetivo.",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJBdXhpbGlhciBkZSBFeHBlZGnDp8OjbyIsImNvbXBhbnlfbmFtZSI6IkFjdHVhbCBTZWxlw6fDo28gZSBTZXJ2acOnb3MiLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6IjFRMzhKd0djRHdxcV9KZHJBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:51 UTC,Auxiliar de Expedição,Actual Seleção e Serviços,"Pedreira, SP",Empregos Trabajo.org,"**Requisitos e funções**:
• *Requisitos**:
Ensino Fundamental Completo;
Residir na região de Pedreira.
• *Tipo de contratação**: Efetivo / CLT
• *Quantidade**: 1
• *Salário**: R$ 1.859,90
• *Turno**: Disponibilidade de turnos
• *Local**: Pedreira
• *Benefícios**:
Refeição no Local;
Vale-Alimentação;
Convênio Médico;
Convênio Odontológico;
PLR.

Voltar",há 12 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-15
eyJqb2JfdGl0bGUiOiJBc3Npc3RlbnRlIERlIE9wZXJhw6fDtWVzIEUgTWFudXRlbsOnw6NvIFBsZW5vIChwZWRyZWlyYSApIOKAkyBQZWRyZWlyYSIsImNvbXBhbnlfbmFtZSI6Ik1ldGFsdW1pbmlvIFRlbGVmw6lyaWNvcyIsImFkZHJlc3NfY2l0eSI6IkNhbXBpbmFzIC0gU1AiLCJodGlkb2NpZCI6IkdxM2U4bzJTTjJMbjRVNGJBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:51 UTC,Assistente De Operações E Manutenção Pleno (pedreira ) – Pedreira,Metaluminio Teleféricos,Campinas - SP,Vagas De Empregos Campinas,"Cargo:

Assistente de operações e manutenção pleno (Pedreira ) – Pedreira

Requisitos:

REQUISITOS:
Conhecimentos em mecânica e elétrica;
Conhecimento em geradores;
Conhecimentos em eletrônica;
Conhecimento em sistemas de CFTV será diferencial.

Atividade

Realização de manutenções do equipamento: manutenção elétrica de baixa tensão, manutenção mecânica em motoredutores;

Lubrificação de equipamentos;

Leitura de diagramas e comando elétrico; Auxílio na operação e condução de teleférico;

Embarque e desembarque de passageiros;

Atendimento/orientações aos usuários do teleférico; Manutenção da limpeza e organização no local de trabalho.

Salário:

a combinar

Benefícios:

a combinar",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJQcm9maXNzaW9uYWwgZGUgTWFudXRlbsOnw6NvIEluZHVzdHJpYWwiLCJjb21wYW55X25hbWUiOiJQTEFTVElDT1MgTSBCIExUREEuIiwiYWRkcmVzc19jaXR5IjoiUGVkcmVpcmEsIFNQIiwiaHRpZG9jaWQiOiJVdEFBX1NaVzJoQ0ttOTl1QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQifQ==,2025-03-27 12:41:51 UTC,Profissional de Manutenção Industrial,PLASTICOS M B LTDA.,"Pedreira, SP",BeBee,"Responsabilidades:
• Operar linha de produção;
• Realizar embalagens e montagens;
• Efetuar reparos;
• Identificar e movimentar produtos semi-acabados e acabados;
• Mantê-los em um ambiente limpo e organizado.

Requisitos: Ensino fundamental; Experiência com máquinas injetoras é um diferencial; Residir em Pedreira/SP.

Salário: R$ 2.312,64

Benefícios:
• Transporte fretado;
• Cesta básica ou cartão de alimentação;
• Participação nos lucros e resultados;
• Seguro de vida em grupo;
• * Bolsa de estudo;
• Plano de carreira;
• Estacionamento no local;
• Refeitório no local;
• * Assistência médica;
• Convênio odontológico;
• Convênio farmacêutico;
• Convênio com papelaria;
• Convênio interno com produtos MB;
• Convênio com clube recreativo;
• Parcerias com instituições de ensino.

Horários de trabalho: 2° turno (horário de segunda a sábado, das 13:40 às 22:00).",há 3 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-24
eyJqb2JfdGl0bGUiOiJhanVkYW50ZSBkZSBjb3ppbmhhIiwiY29tcGFueV9uYW1lIjoiRk9DTyByZWNydXRhbWVudG8iLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6InBXbEFVblFhR3c0VXhFZ0pBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:53 UTC,ajudante de cozinha,FOCO recrutamento,"Pedreira, SP",BNE,"Empresa localizada na cidade de Pedreira/SP do ramo Alimentos, contrata ajudante de cozinha. Atribuições: Vaga de ajudante de cozinha disponível em cozinha industrial em pedreira/sp. Requisitos: experiência na função.
Horário de trabalho: domingo a sexta das 20:40 as 05:00.
Foco recrutamento
Salário / benefícios: . Salário: R$ 1.852,47 + adicional noturno / benefícios: refeição no local, ajuda de custo, vale alimentação, plano odontológico. Tipo de vínculo: Efetivo.",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJsw61kZXIgZGUgcHJvZHXDp8OjbyIsImNvbXBhbnlfbmFtZSI6IkV4cGVydCBjb25zdWx0b3JpYSIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhLCBTUCIsImh0aWRvY2lkIjoiTUo3a3VOaGVmNkdwT2E4R0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0In0=,2025-03-27 12:41:53 UTC,líder de produção,Expert consultoria,"Pedreira, SP",Empregos Trabajo.org,"Ensino superior completo emAdministração, Engenharia ou similares. Experiência na função. Conhecimentos Técnicos em processo de Impressão Flexográfica, processo de Corte e Vinco Plano ou Rotativo, processo produtivo de Onduladeira. Residir na região de Barueri (SP).

Formação Acadêmica:

Não informado

Salário:

A combinar

Cargo:

Chefe ou supervisor de produção

Empresa:

Expert Consultoria

Consultoria em recursos humanos, recrutamento e seleção.

Ramo:

Recursos Humanos/ Recrutamento e seleção

(BK)",há 24 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-03
eyJqb2JfdGl0bGUiOiJhdGVuZGVudGUiLCJjb21wYW55X25hbWUiOiJDb25maWRlbmNpYWwiLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6IkxKcVh4VW9YZU14V01DWVFBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:53 UTC,atendente,Confidencial,"Pedreira, SP",BNE,"Empresa localizada na cidade de Pedreira/SP do ramo Comércio, contrata atendente. Atribuições: Vaga : atendimento ao cliente requisitos : maior experiência na área residir nos bairros próximos a pedreira, rio abaixo, usina e laranjal ser proativa, prestativa e ter iniciativa. vaga para periodo diurno das 7h30 as 15hrs, escala 6×1. Tipo de vínculo: Efetivo.",há 14 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-13
eyJqb2JfdGl0bGUiOiJPcG9ydHVuaWRhZGVzIGRlIENhcnJlaXJhIGVtIFBlc3NvYXMgY29tIERlZmljacOqbmNpYSIsImNvbXBhbnlfbmFtZSI6IlBMQVNUSUNPUyBNIEIgTFREQS4iLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6IjlEU1lFdmNqdXRTWXhmdlFBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:53 UTC,Oportunidades de Carreira em Pessoas com Deficiência,PLASTICOS M B LTDA.,"Pedreira, SP",BeBee,"A Plásticos MB LTDA. é uma empresa comprometida em promover a igualdade de oportunidades e a inclusão de pessoas com deficiência no mercado de trabalho. Nossa empresa busca profissionais talentosos e motivados para integrar nosso time e contribuir com nossa missão.

Para ser considerado(a) para essa vaga, é necessário:
• Ter residência em Pedreira-SP;
• Ter mais de 18 anos de idade;
• Possuir laudo médico atualizado;
• Disponibilidade de horário para trabalhar.

Nossa empresa oferece oportunidades de carreira em um ambiente de trabalho inclusivo e acolhedor, onde todos se sentem valorizados e respeitados.",há 5 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-22
eyJqb2JfdGl0bGUiOiJsw61kZXIgZGUgcHJvZHXDp8OjbyIsImNvbXBhbnlfbmFtZSI6IkV4cGVydCBjb25zdWx0b3JpYSIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhLCBTUCIsImh0aWRvY2lkIjoiY2l4N0pCd0dfVU8zcUdfS0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0In0=,2025-03-27 12:41:53 UTC,líder de produção,Expert consultoria,"Pedreira, SP",Empregos Trabajo.org,"Ensino superior completo emAdministração, Engenharia ou similares. Experiência na função. Conhecimentos Técnicos em processo de Impressão Flexográfica, processo de Corte e Vinco Plano ou Rotativo, processo produtivo de Onduladeira. Residir na região de Barueri (SP).

Formação Acadêmica:

Não informado

Salário:

A combinar

Cargo:

Chefe ou supervisor de produção

Empresa:

Expert Consultoria

Consultoria em recursos humanos, recrutamento e seleção.

Ramo:

Recursos Humanos/ Recrutamento e seleção

(ID)",há 24 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-03
eyJqb2JfdGl0bGUiOiJSZXZlbmRlZG9yIiwiY29tcGFueV9uYW1lIjoiTmF0dXJhIEF2b24iLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6IjB4R0puUHowZjdwQTlrUWlBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:53 UTC,Revendedor,Natura Avon,"Pedreira, SP",Trabalha Brasil,"Descrição Geral:Descrição

Como revendedor(a) autorizado(a) de cosméticos, você poderá escolher vender produtos da natura, da avon ou ambas as empresas. Você terá uma margem de lucro entre 20% e 38% sobre o valor dos produtos vendidos. As vendas da natura podem ser feitas tanto de forma presencial quanto pela internet, através da loja virtual. Para ativar o seu cadastro é necessário fazer o seu primeiro pedido (mínimo de 50 pontos, ou aproximadamente R$ 250,00).

Cidade: pedreira/sp

Requerimentos: não é necessário ter experiência prévia

Período: horário flexível

Tipo de contrato: trabalho autônomo.",N/A,Prestador de serviços,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJudXRyaWNpb25pc3RhIiwiY29tcGFueV9uYW1lIjoiQ29uZmlkZW5jaWFsIiwiYWRkcmVzc19jaXR5IjoiUGVkcmVpcmEsIFNQIiwiaHRpZG9jaWQiOiI1eko3V1hEMmNRV0lmaUJ0QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQifQ==,2025-03-27 12:41:53 UTC,nutricionista,Confidencial,"Pedreira, SP",BNE,"Empresa localizada na cidade de Pedreira/SP do ramo Saúde, contrata nutricionista. Atribuições: Ter experiência na função.
Ter experiência em cozinha industrial.
Monitora os níveis de estoque de gêneros alimentícios e materiais da cozinha, efetuando balanços e cálculos de consumo.
Controla o preparo de refeições dos clientes, observando e instruindo quanto a aplicação de técnicas adequadas de higienização, pré-Preparo, armazenamento de alimentos.
Garante que as documentações obrigatórias estejam em dia.
Verifica a entrega de perecíveis e controlando qualidade e quantidade dos produtos no ato do recebimento.
Elaboração em ficha técnica.
Crn ativo. Tipo de vínculo: Efetivo.",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJNb250YWRvciBkZSBNw6FxdWluYXMgZSBQcm9kdXRvcyIsImNvbXBhbnlfbmFtZSI6IlBMQVNUSUNPUyBNIEIgTFREQS4iLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6ImdRUEdhRDR0WVlvU3BhOWhBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:53 UTC,Montador de Máquinas e Produtos,PLASTICOS M B LTDA.,"Pedreira, SP",BeBee,"Sobre o Trabalho: Nossa equipe busca um profissional para trabalhar em nossa linha de fabricação, responsável por operar máquinas e montar produtos.

Resumo da Vaga: O candidato ideal deve ter ensino fundamental completo e experiência em operação de máquinas injetoras, além de estar ciente das necessidades de segurança no ambiente de trabalho.

Habilidades e Qualificações Exigidas: É necessário ter habilidades para realizar tarefas físicas intensas e estar sempre atento ao ambiente de trabalho.

Salário e Benefícios:
• R$ 2.312,64 por mês
• Transporte fretado
• Cesta básica ou cartão de alimentação
• Participação nos lucros e resultados
• Seguro de vida em grupo
• Crédito consignado
• Bolsa de estudo
• Plano de carreira
• Estacionamento no local
• Refeitório no local
• Uniforme Day-Off - Sexta-feira
• Assistência médica
• Convênio odontológico
• Convênio farmacêutico
• Convênio com papelaria
• Convênio interno com produtos MB
• Convênio com clube recreativo
• Parcerias com instituições de ensino

Horário de Trabalho: 2° turno (horário de segunda a sábado - das 13:40 às 22:00)",há 5 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-22
eyJqb2JfdGl0bGUiOiJBc3Npc3RlbnRlIERlIERlcGFydGFtZW50byBEZSBQZXNzb2FsIiwiY29tcGFueV9uYW1lIjoiQWN0dWFsIFNlbGXDp8OjbyBFIFNlcnZpw6dvcyIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhLCBTUCIsImh0aWRvY2lkIjoiOS1maTJsa3JoR0tTb2JqMkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0In0=,2025-03-27 12:41:53 UTC,Assistente De Departamento De Pessoal,Actual Seleção E Serviços,"Pedreira, SP",Empregos Trabajo.org,"• *Requisitos e funções**:
Ensino técnico completo.
Vivência em fechamento de folha mensal completa, rescisão, admissão ,entrega de obrigações E-social, Gfip e CAGED.
Residir região de Pedreira.
• *Tipo de contratação**: Efetivo / CLT
• *Quantidade**: 2
• *Salário**: Á COMBINAR
• *Turno**: Seg.
a sexta das 07:40 as 17:0
• *Local**: PEDREIRA

Voltar",há 1 dia,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-26
eyJqb2JfdGl0bGUiOiJUw6ljbmljbyBFbGV0cm9tZWPDom5pY28iLCJjb21wYW55X25hbWUiOiJGb3giLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6IktIRXJVSmxNaXV0VU05WDRBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:53 UTC,Técnico Eletromecânico,Fox,"Pedreira, SP",Trabalha Brasil,"Descrição Geral:Curso técnico em mecânica, elétrica ou mecatrônica ;
experiência em manutenção eletromecânica em máquinas injetoras, esquemas e comandos elétricos, leitura e interpretação de desenho técnico mecânico, linguagem de programação e nr10 .
Residir em pedreira ou cidades vizinhas.
Cesta básica, convênio odontologico, plr, convênio farmácia
Participar da montagem e realização da manutenção eletromecânica nas máquinas, equipamentos e instalações;
realizar manutenção preventiva e corretiva de máquinas, equipamentos e instalações;
manter atualizados os procedimentos operacionais padrão, visando à medição, inspeção, ajuste ou substituição de peças e componentes através de técnicas tradicionais;
efetuar testes mecânicos, elétricos e hidráulicos para realização das manutenções preventivas;
desenvolver pequenas manutenções mecânicas e elétricas em componentes e máquinas industriais;
efetuar revisões periódicas no painel elétrico dos equipamentos; avaliar o funcionamento e desempenho de componentes de máquinas e equipamentos.",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJMw61kZXIgZGUgRXhwZWRpY2FvIiwiY29tcGFueV9uYW1lIjoiQWN0dWFsIFNlbGXDp8OjbyBlIFNlcnZpw6dvcyIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhLCBTUCIsImh0aWRvY2lkIjoiaW9sektaeWJCNEYzUDNXS0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0In0=,2025-03-27 12:41:55 UTC,Líder de Expedicao,Actual Seleção e Serviços,"Pedreira, SP",Empregos Trabajo.org,"**Requisitos e funções**:
EnsinoSuperior completo em Logistica, Administração ou áreas relacionadas.

Possuir experiência na área. CNH B

Residir em Pedreira, Amparo ou Jaguariúna
• *Atribuições**:Liderar e orientar a distribuição das atividades operacionais desenvolvidas no setor; acompanhar a operaçãoseguindo a programação da produção; inspecionar a qualidade e conformidade dos produtos. Realizar a separação e carregamento das cargas recebidas. Elaborar plano de carregamento e distribuir a equipe nas esteiras para melhor otimização possível dos recursos e cumprimento dos planos de carregamento. Acompanhar e realizar os apontamentos para geração do gráfico de OEE.
• *Tipo de contratação**: Efetivo / CLT
• *Quantidade**: 1
• *Salário**: 3.080,00
• *Turno**: Disponibilidade de horário
• *Local**: Pedreira
• *Benefícios**:
Vale transporte,

Refeição no local,

Assistência médica e odontológica,

Convênio com farmácia,

Cesta básica,

Seguro de vida,

PLR

Voltar",há 5 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-22
eyJqb2JfdGl0bGUiOiJFc3BlY2lhbGlzdGEgZW0gUHJlcGFybyBlIFJlZ3VsYWdlbSBkZSBQcm9jZXNzb3MiLCJjb21wYW55X25hbWUiOiJQTEFTVElDT1MgTSBCIExUREEuIiwiYWRkcmVzc19jaXR5IjoiUGVkcmVpcmEsIFNQIiwiaHRpZG9jaWQiOiJhUHJxbFQ1LUdITGxKeV95QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQifQ==,2025-03-27 12:41:55 UTC,Especialista em Preparo e Regulagem de Processos,PLASTICOS M B LTDA.,"Pedreira, SP",BeBee,"• *Desenvolvimento Profissional:**

A PLASTICOS M B LTDA. oferece oportunidades de crescimento e desenvolvimento profissional para seus funcionários. Nesta função, você terá a chance de aprender e se especializar em áreas relacionadas ao setor de plásticos.

Objetivos da Função:
• Garantir o funcionamento eficiente das máquinas injetoras;

Competências Específicas:",há 5 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-22
eyJqb2JfdGl0bGUiOiJQcm9mZXNzb3IgZGUgQXJ0ZXMiLCJjb21wYW55X25hbWUiOiJHcnVwbyBNYWNoaWRhIiwiYWRkcmVzc19jaXR5IjoiUGVkcmVpcmEsIFNQIiwiaHRpZG9jaWQiOiIxWnZJQ3dZWlBHYkwtLTFTQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQifQ==,2025-03-27 12:41:55 UTC,Professor de Artes,Grupo Machida,"Pedreira, SP",BNE,"Empresa localizada na cidade de Pedreira/SP do ramo Educação, contrata Professor de Artes. Atribuições: O grupo machida está crescendo e buscando um professor de karatê para a unidade pedreira.
Requisitos:
Faixa preta em karatê shotokan. Tipo de vínculo: Efetivo.",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
