ID_VAGA,DATA_CONSULTA,TITULO,EMPRESA,LOCAL,ANUNCIANTE,DESCRICAO,POSTADO_EM,REGIME,REMOTO,QUALIFICACOES,RESPONSABILIDADES,BENEFICIOS,BUSCA,DATA_ANUNCIO
eyJqb2JfdGl0bGUiOiJTdXBlcnZpc29yIGRlIFByb2R1w6fDo28iLCJjb21wYW55X25hbWUiOiJDb25maWRlbmNpYWwiLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6IkowcUhWNDAyRDhXX0lBdFdBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:41 UTC,Supervisor de Produção,Confidencial,"Pedreira, SP",Trabalha Brasil,Descrição Geral:Cargo:supervisor de produção,N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJDb25zdWx0b3IoYSkgZGUgdmVuZGFzIC0gY3ZjIHBlZHJlaXJhICgxKSIsImNvbXBhbnlfbmFtZSI6Ik5ldHZhZ2FzIiwiYWRkcmVzc19jaXR5IjoiUGVkcmVpcmEsIFNQIiwiaHRpZG9jaWQiOiJSdVRsNDRZeURxQjlXekUyQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQifQ==,2025-03-27 12:41:41 UTC,Consultor(a) de vendas - cvc pedreira (1),Netvagas,"Pedreira, SP",Indeed,"Descrição:
• Experiência em vendas em qualquer segmento*
• Ensino médio completo (maior de 18 anos) ou graduação (completa ou incompleta) preferencialmente em Turismo, Administração ou área afins.
• Boa comunicação oral e escrita e empatia
• Familiaridade com redes sociais para atendimento ao cliente também via mensagens
• Disponibilidade para trabalhar em horário do comércio, em lojas de shopping ou de rua
• Desejável noções de finanças/matemática (Excel e Porcentagem)
• Conhecimentos gerais de geografia
• Vontade de aprender em capacitações gratuitas para acelerar seu aprendizado em turismo
• Prestar atendimento aos clientes no pré e pós-venda, a fim de garantir satisfação.
• Prestar atendimento aos clientes por diversos canais (telefone, Whatsapp, mídias sociais e pessoalmente, na loja).
• Pesquisar, entender e personalizar viagem do cliente (seja para orçamento ou venda), informando produtos e promoções do período.
• Acompanhar os desafios de metas de vendas do mês, conforme orientação do líder imediato.
• Proceder à confirmação do embarque do cliente, apresentando relação de documentação necessária, posicionando sobre os riscos de embarque sem a devida documentação, solicitando ciência ao mesmo, orientando sobre disponibilidades de materiais para a viagem, tais como vouchers, passagens, entre outros, com o objetivo de finalizar o processo com sucesso.
• Desenvolver o processo de reservas no sistema informatizado integrado, realizando as devidas reservas conforme solicitação do cliente, com o objetivo de garantir a vaga no destino evitando a perda da venda.
• Efetuar o acompanhamento do cliente pós-venda até o termino da viagem, confirmando os serviços contratados, efetuando a entrega dos vouchers/passagens, a fim de auxiliar em caso de dúvidas ou outras necessidades.
• Utilizar de forma correta as ferramentas disponibilizadas pela CVC, para evitar erros.
• Realizar de forma frequente os treinamentos disponibilizados pela CVC.

250321020242877047",há 6 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-21
eyJqb2JfdGl0bGUiOiJBdXhpbGlhciBkZSBjYXJnYSBlIGRlc2NhcmdhIiwiY29tcGFueV9uYW1lIjoiTWV1Y2hhcGEiLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6IlJhY2Y0UnZWNDhXdmhySnZBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:41 UTC,Auxiliar de carga e descarga,Meuchapa,"Pedreira, SP",BNE,"Empresa localizada na cidade de Pedreira/SP do ramo Logística, contrata Auxiliar de carga e descarga. Atribuições: Já imaginou aumentar a sua possibilidade de ganhos trabalhando de forma totalmente flexível? A meuchapa está na sua região! Conectamos com quem deseja . Tudo isso, na palma da mão! Realize seu cadastro e fique por dentro das tarefas mais próximas ao seu endereço! Estamos crescendo e avançando com nossos serviços em algumas regiões do brasil Tipo de vínculo: Freelancer.",N/A,Meio período,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJDb25mZWl0ZWlybyAoYSkgLyBQZWRyZWlyYSIsImNvbXBhbnlfbmFtZSI6IkNvbmZpZGVudGlhbCIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhIC0gU1AiLCJodGlkb2NpZCI6Imh2SmxMOGo3SjNydDhfS25BQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:41 UTC,Confeiteiro (a) / Pedreira,Confidential,Pedreira - SP,Expertini,"23 / 04 6:40 ( 2697998 )
Padaria e Confeitaria está com 1 vaga(s) em aberto para Pedreira.
• *Responsabilidades**: Será responsável pela produção, aprimoramento e desenvolvimento de novos produtos no setor de confeitaria.
• *Requisitos**: Necessário experiência comprovada em carteira, conhecimentos prático e disponibilidade para estudos e novos aprendizados.
• *Salário**: R$ 3.000,00
• *Benefícios**: Vale transporte + Cesta básica + Moradia (em alojamento, caso haja disponibilidade para mudança)
• *Observações**: Contratação CLT. Horário das 7 às 19 horas. Escala 12×36. Possibilidade de mudança de horário para segunda à sábado das 9 às 17:20.
• *_ Vaga disponibilizada sob responsabilidade do anunciante, exclusivamente para publicação por meio do site e redes sociais do Empregas Campinas. Proibida a reprodução em outros sites, redes sociais e/ou meio de comunicação, salvo por aqueles prévia e expressamente autorizados pelo Emprega Campinas._",há 4 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-23
eyJqb2JfdGl0bGUiOiJFbmdlbmhlaXJvIGRlIFByb2R1w6fDo28iLCJjb21wYW55X25hbWUiOiJDb25maWRlbmNpYWwiLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6ImhlSzZOdFFkQ1VxTHphZGNBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:41 UTC,Engenheiro de Produção,Confidencial,"Pedreira, SP",Trabalha Brasil,"Descrição Geral:Benefícios Possibilidade de efetivação Possibilidade de prorrogação Recesso remunerado Restaurante no local Auxílio-Transporte Bolsa-Auxílio: R$ 1.852,40 Outros benefícios: - Seguro de vida - Parceria com lojas - Parceria com clínicas - Vale refeição no valor de R$ 200,00/mês Duração do estágio: 12 meses Quantidade de vagas: 1 Requisitos Um dos cursos: Bacharelado em Ciência e Tecnologia, Bacharelado Interdisciplinar em Ciência e Tecnologia, Ciência e Tecnologia, Engenharia, Engenharia Básica Ver mais cursos Nível: Superior, Superior Tecnólogo Conclusão: 2 semestre de 2025 ao 2 semestre de 2029 Horário de estudo: A distância, Noturno, Sábado - Manhã, Sábado - Tarde, Sábado - Noite, Madrugada Conhecimentos de Informática: Word (Básico), Excel (Básico), Power Point (Básico), Internet (Básico), Windows (Básico) Local e horário Cidade / Bairro: Pedreira - Vila Industrial Clique aqui para visualizar a localização aproximada da Se: o Google Maps pode apresentar outras empresas na região Horário de Estágio de segunda a sexta-Feira, das 9h às 16h, com 1h de intervalo Área de atuação: Engenharia de Produção Atividades de estágio: elaborar e revisar os documentos da gestão e qualidade, acompanhar os prazos de validade dos documentos da gestão integrada e cobrar os responsáveis, elaborar fluxograma de processo, realizar distribuição física e eletrônica dos documentos controlados Porte da Empresa Grande Porte Ramo da Empresa Fabricação de embalagens metálicas.",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBtYXRlcmlhaXMiLCJjb21wYW55X25hbWUiOiJHbG9iYWwgUmogU2Vydmljb3MgZSBSZXByZXNlbnRhY29lcyBMdGRhIiwiYWRkcmVzc19jaXR5IjoiUGVkcmVpcmEsIFNQIiwiaHRpZG9jaWQiOiJucEpTRGNDODRsc0RUU19ZQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQifQ==,2025-03-27 12:41:41 UTC,Analista de materiais,Global Rj Servicos e Representacoes Ltda,"Pedreira, SP",BNE,"Empresa localizada na cidade de Pedreira/SP do ramo Logística, contrata Analista de materiais. Atribuições: Formação técnica de logística, administração, contabilidade, mecânica, eletrotécnica, instrumentação ou petróleo e gás.

Experiência de atuação no segmento da indústria;

conhecimento no pacote ms-office, com ênfase em word e excel intermediário ou avançado, experiência no sistema: Sap s/4hana, módulo mm e experiência na atividade de gestão de estoque e armazenamento;

será efetivado para trabalhar na ute - npi Tipo de vínculo: Efetivo.",há 8 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-19
eyJqb2JfdGl0bGUiOiJGaXNpb3RlcmFwZXV0YSIsImNvbXBhbnlfbmFtZSI6IkNvbmZpZGVuY2lhbCIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhLCBTUCIsImh0aWRvY2lkIjoiQVh2OTJ2cUZ5Qk5ZalFSUkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0In0=,2025-03-27 12:41:41 UTC,Fisioterapeuta,Confidencial,"Pedreira, SP",Trabalha Brasil,"Descrição Geral:fisioterapeuta para trabalhar com atendimento domiciliar, em regime de prestação de serviços, pagamento por produtividade.",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJtb3RvcmlzdGEgZGUgY2FtaW5ow6NvIiwiY29tcGFueV9uYW1lIjoiU2FudGEgQ29ybmVsaWEgUGVkcmVpcmEiLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6ImF3UnNMRVhHQWxNUVNLeUdBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:43 UTC,motorista de caminhão,Santa Cornelia Pedreira,"Pedreira, SP",BNE,"Empresa localizada na cidade de Pedreira/SP do ramo Logística, contrata motorista de caminhão. Atribuições: experiênciaem caminhão com caçamba basculante.
Habilitação categoria d ou e, conhecimento sobre legislação de trânsito, responsável, dedicado e comprometido. Tipo de vínculo: Efetivo.",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJUw4lDTklDTyBERSBMQUJPUkFUw5NSSU8iLCJjb21wYW55X25hbWUiOiJDRUlNSUMiLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6ImJvWnBDdGpPelQ0WkgzbURBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:43 UTC,TÉCNICO DE LABORATÓRIO,CEIMIC,"Pedreira, SP",LinkedIn,"Junte-se a Nós e Faça Parte do Nosso Sucesso!

Você está em busca de um ambiente de trabalho dinâmico e em constante evolução? Temos uma oportunidade empolgante para você! Venha fazer parte do nosso TIME e contribua para o crescimento acelerado de uma empresa que valoriza a união, qualidade, e acredita que mudanças são essenciais para a melhoria contínua.

Requisitos
• Formação técnica em Química ou Farmácia;
• Experiência com rotinas laboratoriais e operação de equipamentos;
• Conhecimento em cromatografia líquida e gasosa, além de análises físico-químicas;
• Habilidade no preparo de soluções;
• Conhecimento no Pacote Office;
• Residir em Pedreira/SP ou região.

Atribuições
• Realizar atividades laboratoriais, incluindo preparo de amostras e execução de análises;
• Fazer a determinação de análises físico-químicas;
• Manusear e operar equipamentos analíticos como ICP, HPLC e GC;
• Seguir procedimentos técnicos e garantir a precisão dos resultados;
• Prestar atendimento e suporte em atividades relacionadas à função.

Oferecemos:
• Ambiente de trabalho dinâmico e desafiador;
• Oportunidade de crescimento profissional em uma empresa em expansão;
• Benefícios compatíveis com o mercado.

Horário de trabalho:

Segunda a sexta, das 07h15 às 17h00.

Se você está pronto para fazer parte de uma equipe comprometida com a excelência, envie seu currículo para nós. Não perca a chance de impulsionar sua carreira em um ambiente que valoriza seu potencial e contribuição. Estamos ansiosos para receber seu talento em nossa equipe!",há 10 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-17
eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBNYXJrZXRpbmciLCJjb21wYW55X25hbWUiOiJQTMOBU1RJQ09TIE1CIiwiYWRkcmVzc19jaXR5IjoiUGVkcmVpcmEsIFNQIiwiaHRpZG9jaWQiOiJveXBjX3RYSjFiR1pKZEhFQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQifQ==,2025-03-27 12:41:43 UTC,Analista de Marketing,PLÁSTICOS MB,"Pedreira, SP",Catho,"Responsabilidades: Gerenciar as mídias sociais, desenvolver e divulgar conteúdos de comunicação, monitorar tendências e concorrentes, além de identificar e implementar inovações no setor.

Requisitos:
Formação superior em áreas correlatas;
Vivência anterior na área;
Conhecimento em pacote office;
Residir em Pedreira ou cidades próximas.",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJWYXJnYSBwYXJhIHZlbmRlZG9yZXMgaW50ZXJub3MiLCJjb21wYW55X25hbWUiOiJMb2phcyBDZW0gRGUgUGVkcmVpcmEiLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6Il9Db1ZTcGg4d0hiSk5VSU1BQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:43 UTC,Varga para vendedores internos,Lojas Cem De Pedreira,"Pedreira, SP",Blackboardjob,De segunda a sexta feira carteira nacional de bhabilitacaob categoria b preferencial,há 15 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-12
eyJqb2JfdGl0bGUiOiJSZXByZXNlbnRhbnRlIGRlIFZlbmRhcyIsImNvbXBhbnlfbmFtZSI6IkZyaWdvbmVwaSBEaXN0cmlidWlkb3JhIERlIEFsaW1lbnRvcyIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhLCBTUCIsImh0aWRvY2lkIjoiT1d0eUxZZUl0Qy1od3JPYkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0In0=,2025-03-27 12:41:43 UTC,Representante de Vendas,Frigonepi Distribuidora De Alimentos,"Pedreira, SP",Trabalha Brasil,"Descrição Geral:Frigonepi, empresa do setor de distribuição de alimentos, com sede na cidade de itariri, em forte expansão na região.
ndo representantes comerciais (pj - Core/sp), de preferencia com clientes no segmento alimentício (que não esteja atuando) ou com base de clientes que atue em pasta de outro segmento para compor a força de vendas que esta se expandindo na região de jaguariúna e pedreira.
Será responsável pelo atendimento de food service e varejo. Atendimento a carteira cadastrada/positivação, abertura de novos clientes, analise e propostas para fechamento de negócios.",N/A,Prestador de serviços,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJQcmVwYXJhZG9yIGRlIG3DoXF1aW5hIGluamV0b3JhIiwiY29tcGFueV9uYW1lIjoiRGVzYWZpbyBSSCIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhLCBTUCIsImh0aWRvY2lkIjoiOHloWHRPcnZkaXdqV25pMEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0In0=,2025-03-27 12:41:43 UTC,Preparador de máquina injetora,Desafio RH,"Pedreira, SP",BNE,"A melhor fornecedora de bisnagas de alumínio da indústria farmacêutica. Requisitos: Requisitos:
Residir em pedreira/sp, cidades vizinhas ou profissional com disponibilidade para residir na cidade de pedreira;
escolaridade mínima: Fundamental completo;
experiência em desmontagem, montagem e regulagem do aparelho de membrana com as quantidades de molas conforme o tipo de rosca; realizar análise utilizando ferramentais da qualidade para identificar problema na causa raiz do sistema de alimentação da prensa.

. Atribuições: -desmontagem, montagem e regulagem do aparelho de membrana com as quantidades de molas conforme o tipo de rosca;
- realizar análise utilizando ferramentais da qualidade para identificar problema na causa raiz do sistema de alimentação da prensa;
- identificar e propor melhorias em desvio de qualidade em todas as prensas da fábrica;
- treinar a operação de como regular o empuxe, faquinha, extrator, rolete de rosca do torno e corrigir desvios em espessuras (membrana, parede e espelho) das outras prensas da área.
Tipo de vínculo: Efetivo. Benefícios: Vale alimentação, plano odontológico, plano de saúde, plr, refeição no local",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJQcm9maXNzaW9uYWwgZGUgVGVjbm9sb2dpYSIsImNvbXBhbnlfbmFtZSI6Ik1pY3JvbGlucyIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhLCBTUCIsImh0aWRvY2lkIjoiR3cydUFCbXZscXozWVVXVEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0In0=,2025-03-27 12:41:43 UTC,Profissional de Tecnologia,Microlins,"Pedreira, SP",BeBee,"Visão da Empresa
"">

Microlins é uma empresa que busca fornecer oportunidades de aprendizado para os seus alunos.
"">

Salário e Benefícios
"">

O salário oferecido será combinado com o valor do salário, VT, VR, premiação e bolsa de estudos.
"">

Desenvolver o Aluno
"">

Nossa missão é auxiliar os nossos alunos em sala, proporcionando-lhes as ferramentas necessárias para alcançar seus objetivos.
"">

Habilidades e Qualificações Exigidas
"">

Pretendemos contratar alguém com conhecimento em Informática, disponibilidade para trabalhar das 13:00 às 21:00 e residir em Pedreira/SP.
"">

Outros
"">

Nossa proposta visa não apenas satisfazer as necessidades dos nossos alunos, mas também contribuir para o seu crescimento profissional.",há 1 dia,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-26
eyJqb2JfdGl0bGUiOiJHZXJlbnRlIEdlcmFsIGRlIExvamEgLSBWSVZPIiwiY29tcGFueV9uYW1lIjoiQWxlYSIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhLCBTUCIsImh0aWRvY2lkIjoiMTB1Q1Z4ekVzSG1FMzlTWUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0In0=,2025-03-27 12:41:43 UTC,Gerente Geral de Loja - VIVO,Alea,"Pedreira, SP","Vagas De Emprego, Mais De 270 Mil Para Você Escolher | Empregos.com.br - Empregos","DESCRIÇÃO DA VAGA A Alea reconhecida como a maior parceira Vivo no Sul, está a procura de um Gerente de Loja Especialista em administrar e controlar resultados. Você se vê gerenciando uma loja Alea Vivo? Buscando resultados? Seu lugar é com a gente? Faça parte do time Alea! RESPONSABILIDADES E ATRIBUIÇÕES Realiza o controle financeiro da loja como acompanhamento do faturamento e controle de despesas que são gerados diariamente através de sistema CRM. Realiza o controle do estoque de loja, sendo responsável pela guarda dos insumos disponíveis para venda, a fim de garantir a acuracidade do mesmo e prezando pelo patrimônio da empresa. Atua com toda a gestão administrativa de loja como controle de escala de colaboradores, controle ponto, controle documental a fim de garantir o bom funcionamento da mesma. Recebe a meta de faturamento do supervisor e distribui para a equipe, acompanhando diariamente, semanalmente e mensalmente o resultado e desempenho dos colaboradores a fim de garantir a gestão dos resultados. Acompanha o desempenho dos colaboradores e realiza feedback a fim de contribuir com o desenvolvimento dos mesmos. Busca novas estratégias e executa planos de ação com apoio do supervisor a fim de alcançar melhores resultados. Desenvolve ações e campanhas internas com apoio do superior para alavancar o resultado da equipe visando o atingimento de metas. Realiza a contratação e desligamento de colaboradores, com apoio da supervisão e do RH sempre que necessário, a fim de manter o head count de loja. Responde pelas auditorias de loja, garantindo que todos os procedimentos sejam cumpridos. Assegura que o padrão de atendimento seja cumprido pelos vendedores, afim de garantir a experiência do cliente. Apoia sempre que necessário as negociações com clientes oferecendo suporte aos colaboradores que atuam no salão de vendas. Acompanha de forma quantitativa e qualitativa todas as vendas realizadas a fim de evitar qualquer desvio ou baixa em vendas. REQUISITOS E QUALIFICAÇÕES Ensino Superior em andamento. Experiência em Administração de Loja. Vivência na área comercial. Vivência com gestão de pessoas. A MAIOR PARCEIRA VIVO DO BRASIL! Fundada em Nova Bassano, Rio Grande do Sul, a ALEA deu início as suas atividades no ano de 1990 realizando manutenção de eletrônicos. Sete anos depois de credencia apara ser uma Parceira VIVO e começar a atuar na área de telecomunicação. O atual sócio proprietário e CEO, adquiriu a empresa no ano de 2004 e nos últimos 3 anos a empresa expandiu significativamente, chegando na região metropolitana de Porto Alegre, Missões e Fronteiras do RS, no estado do Paraná e na Bahia. Atualmente a Rede ALEA conta com mais de 1300 colaboradores no canal Revenda, com 198 lojas e canal Porta a Porta. Estamos presente nos estados do Rio Grande do Sul, Paraná, Espirito Santo, Rio de Janeiro, São Paulo, Minas Gerais, Distrito Federal, Goiás, Bahia, Pará, Maranhão e Rondônia sendo reconhecida como a maior parceira da Vivo no Brasil. Missão Oferecer ao consumidor produtos e serviços (de comunicação e tecnologia) que proporcionem boas experiências, com atendimento excelente, e proporcionar às marcas a melhor força de vendas no varejo. Visão Ser referência na gestão de vendas no varejo de alto volume no Brasil Valores Respeito aos colaboradores e aos Clientes Comprometimento Ousadia Honestidade Responsabilidade",há 21 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-06
eyJqb2JfdGl0bGUiOiJzdXBlcnZpc29yIGFkbWluaXN0cmF0aXZvIiwiY29tcGFueV9uYW1lIjoiQ29uZmlkZW5jaWFsIiwiYWRkcmVzc19jaXR5IjoiUGVkcmVpcmEsIFNQIiwiaHRpZG9jaWQiOiJrVVhTYmwwbzB1TjM5Ync3QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQifQ==,2025-03-27 12:41:43 UTC,supervisor administrativo,Confidencial,"Pedreira, SP",BNE,"Empresa localizada na cidade de Pedreira/SP do ramo Administrativo, contrata supervisor administrativo. Atribuições: Controle de contas a pagar e emissão de notas.
Organização do departamento.
Supervisão da equipe.
Apoio as demais áreas.
Demandas diárias do departamento. Tipo de vínculo: Efetivo.",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJTdXBlcnZpc29yIGRlIFByb2R1w6fDo28iLCJjb21wYW55X25hbWUiOiJDb25maWRlbmNpYWwiLCJhZGRyZXNzX2NpdHkiOiJQZWRyZWlyYSwgU1AiLCJodGlkb2NpZCI6IlhndThKQVdZVmVjbHdzdWNBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdCJ9,2025-03-27 12:41:44 UTC,Supervisor de Produção,Confidencial,"Pedreira, SP",Trabalha Brasil,"Descrição Geral:Ensino médio completo;
residir na região de pedreira;
experiência na função (segmento cerâmico);
conhecimentos técnicos no processo de preparação de massa e esmalte, estampação, acabamento, esmaltação e queima de peças cerâmicas.

Gerir colaboradores;
planejar, controlar e monitorar a produção do setor através da programação;
acompanhar os relatórios de controle de produção;
resolver problemas técnicos e operacionais de produção;
verificar melhorias no processo de fabricação de produtos;
solicitar manutenção corretiva e preventiva de máquinas e equipamentos;
monitorar limpeza e organização do setor;
supervisionar o cumprimento das normas de saúde e segurança do trabalho;",N/A,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJBc3Npc3RlbnRlIERlIFJlY3Vyc29zIEh1bWFub3MiLCJjb21wYW55X25hbWUiOiJQcmF0aWMgUGxhc3RpY29zIEluZCBFIENvbSBMdGRhIiwiYWRkcmVzc19jaXR5IjoiUGVkcmVpcmEsIFNQIiwiaHRpZG9jaWQiOiI5YVlMeXBXaEtKRnVwUlZ0QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQifQ==,2025-03-27 12:41:44 UTC,Assistente De Recursos Humanos,Pratic Plasticos Ind E Com Ltda,"Pedreira, SP",Empregos Trabajo.org,"• *DESCRIÇÃO DA VAGA**:

- Manter os indicadores de desempenho dos colaboradores no sistema interno sempre atualizado (absenteísmo, horas extras, férias, colaboradores ativos e inativos, Turn over).
- Manter o quadro de avisos sempre atualizado, preservando a comunicação interna juntamente com o Marketing.
- Conferência de ponto biométrico diário.
- Fechamento mensal dos apontamentos dos colaboradores para folha de pagamento.
- Reunião diária com gerente da área para repasse de anormalidades.
- Participação de treinamentos e grupos de projetos de melhoria;
• *REQUISITOS NECESSÁRIOS**:

- Ensino médio completo;
- Curso Técnico e/ou Administração, Recursos Humanos ou áreas correlatas será um diferencial;
- Experiência em apontamento e fechamento de folha;
- Boa comunicação, Dinamismo, senso de dono;
- Disponibilidade de horários;
- Desejável pacote office Intermediário;
• *BENEFÍCIOS**:

- Vale alimentação
- Day-off no aniversário
- Convênio farmácia
- Convênio médico
- Convênio odontológico
- Convênio com entidades profissionalizantes

Totalizando 12 benefícios para nossos colaboradores
Tipo de vaga: Tempo integral

Salário: R$2.000,00 - R$3.000,00 por mês
• *Benefícios**:

- Assistência médica
- Assistência odontológica
- Vale-alimentação

Local do trabalho: Presencial",há 6 horas,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-27
eyJqb2JfdGl0bGUiOiJSZXBvc2l0b3IgZGUgZmx2IiwiY29tcGFueV9uYW1lIjoiRmxleCBQZWRyZWlyYSIsImFkZHJlc3NfY2l0eSI6IlBlZHJlaXJhLCBTUCIsImh0aWRvY2lkIjoicU9EZjhQcHBxUzhHblFtWUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0In0=,2025-03-27 12:41:44 UTC,Repositor de flv,Flex Pedreira,"Pedreira, SP",Blackboardjob,Manter limpa e organizada as prateleiras gondolas de flv organizar e manter sempre limpa a camara fria e espacos utilizados para manipulacao dos produtos,há 5 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-22
eyJqb2JfdGl0bGUiOiJFbWJhbGFkb3IiLCJjb21wYW55X25hbWUiOiJQbMOhc3RpY29zIE1CIiwiYWRkcmVzc19jaXR5IjoiUGVkcmVpcmEsIFNQIiwiaHRpZG9jaWQiOiJFM0VSckNJSG5QeEZ4eEpWQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQifQ==,2025-03-27 12:41:44 UTC,Embalador,Plásticos MB,"Pedreira, SP",LinkedIn,"Responsabilidades: Operar embalando e atuando em linha de montagem, linha de embalagem, injetora, sopradora e qualquer tipo de dispositivo ou equipamento inserido nos processos produtivos da empresa.

Requisitos:
• Ensino fundamental completo;
• Residir em Pedreira SP.

Horário de trabalho: Segunda a sexta das 08:00 as 18:00.",há 15 dias,Tempo integral,None,N/A,N/A,N/A,PEDREIRA,2025-03-12
